file,seg_type,seg_start,seg_end,seg_duration,mfa_duration,word,word_start,word_end,phrase_num,local_speech_rate
3038_SpeechPBJProcedural_Remote_20220216,G,15.465,15.47,0.00500000000000078,0.0400000000000009,get,15.4362,15.5662,4,6.4935064935065
3038_SpeechPBJProcedural_Remote_20220216,P,15.704,15.725,0.020999999999999,0.0300000000000011,peanut,15.6862,15.9162,4,6.4935064935065
3038_SpeechPBJProcedural_Remote_20220216,B,15.945,15.951,0.00600000000000023,0.0400000000000009,butter,15.9162,16.1462,4,6.4935064935065
3038_SpeechPBJProcedural_Remote_20220216,G,17.444,17.456,0.0120000000000005,0.0300000000000011,get,17.4362,17.5462,5,6
3038_SpeechPBJProcedural_Remote_20220216,B,17.685,17.691,0.00600000000000023,0.120000000000001,butter,17.5762,17.8762,5,6
3038_SpeechPBJProcedural_Remote_20220216,P,22.869,22.889,0.0199999999999996,0.109999999999999,peanut,22.7762,23.0862,7,4.7945205479452
3038_SpeechPBJProcedural_Remote_20220216,B,23.101,23.111,0.0100000000000016,0.0299999999999976,butter,23.0862,23.3162,7,4.7945205479452
3038_SpeechPBJProcedural_Remote_20220216,P,33.449,33.469,0.0200000000000031,0.109999999999999,piece,33.3562,33.5962,12,4.03587443946188
3038_SpeechPBJProcedural_Remote_20220216,K,35.816,35.841,0.0249999999999986,0.0500000000000043,like,35.6562,35.8462,14,5.35117056856188
3038_SpeechPBJProcedural_Remote_20220216,K,35.963,36.004,0.0409999999999968,0.0900000000000034,cut,35.9062,36.1062,14,5.35117056856188
3041_SpeechPBJProcedural_InPerson_20190424,G,10.584,10.59,0.00600000000000023,0.0499999999999989,go,10.5828,10.7728,1,3.78787878787879
3041_SpeechPBJProcedural_InPerson_20190424,T,10.856,10.875,0.0190000000000001,0.0999999999999996,to,10.7728,10.9328,1,3.78787878787879
3041_SpeechPBJProcedural_InPerson_20190424,K,11.141,11.194,0.0530000000000008,0.109999999999999,kitchen,11.0728,11.9028,1,3.78787878787879
3041_SpeechPBJProcedural_InPerson_20190424,T,14.248,14.265,0.0170000000000012,0.0500000000000007,take,14.2128,14.4928,3,3.77358490566038
3041_SpeechPBJProcedural_InPerson_20190424,P,14.816,14.839,0.0229999999999997,0.0300000000000011,peanut,14.8028,15.2228,3,3.77358490566038
3041_SpeechPBJProcedural_InPerson_20190424,B,15.249,15.256,0.00699999999999967,0.0400000000000009,butter,15.2228,15.8028,3,3.77358490566038
3041_SpeechPBJProcedural_InPerson_20190424,T,16.459,16.49,0.0309999999999988,0.0500000000000007,take,16.4328,16.7128,4,2.66666666666667
3041_SpeechPBJProcedural_InPerson_20190424,P,19.908,19.935,0.0269999999999975,0.0500000000000007,put,19.8828,20.2328,7,3.18906605922551
